departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Valle del Cauca,MUNICIPIO DE VERSALLES,No aplica/No pertenece,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,38790350,19395175,2026-03-20T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-06-15T00:00:00.000Z,CONTRATAR LA PRESTACIÓN DE SERVICIOS PARA LA PLANEACIÓN; ORGANIZACIÓN Y EJECUCIÓN DE ACTIVIDADES DEPORTIVAS Y CULTURALES PROMOVIDAS POR LA SECRETARÍA DE SALUD; EDUCACIÓN Y BIENESTAR SOCIAL DEL MUNICIPIO DE VERSALLES VALLE DEL CAUCA; INCLUYENDO EL SUMINISTRO DEL TRANSPORTE NECESARIO PARA GARANTIZAR LA PARTICIPACIÓN DE BENEFICIARIOS Y EL ADECUADO DESARROLLO DE LAS JORNADAS INSTITUCIONALES.,CONTRATAR LA PRESTACIÓN DE SERVICIOS PARA LA PLANEACIÓN; ORGANIZACIÓN Y EJECUCIÓN DE ACTIVIDADES DEPORTIVAS Y CULTURALES PROMOVIDAS POR LA SECRETARÍA DE SALUD; EDUCACIÓN Y BIENESTAR SOCIAL DEL MUNICIPIO DE VERSALLES VALLE DEL CAUCA; INCLUYENDO EL SUMINISTRO DEL TRANSPORTE NECESARIO PARA GARANTIZAR L,81,2026,3,0,3.972895858212735E8,2764,0.1
Boyacá,ESE PUESTO DE SALUD SAN MIGUEL,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,22500720,2500080,2026-03-20T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-12-15T00:00:00.000Z,PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA PARA EL DESARROLLO DE ACTIVIDADES DESALUD MENTAL PARA EL PLAN DE INTERVENCIONES COLECTIVAS DEPARTAMENTAL VIGENCIA 2026 DE LA E.S.E PUESTO DE SALUD SAN MIGUEL DE TUTA BOYACÁ,PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA PARA EL DESARROLLO DE ACTIVIDADES DESALUD MENTAL PARA EL PLAN DE INTERVENCIONES COLECTIVAS DEPARTAMENTAL VIGENCIA 2026 DE LA E.S.E PUESTO DE SALUD SAN MIGUEL DE TUTA BOYACÁ,270,2026,3,1,2.231946501464273E8,2841,0.1
Tolima,UNIDAD DE SALUD DE IBAGUE  U.S.I. - E.S.E.,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,12600000,0,2026-03-20T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-07-25T00:00:00.000Z,CONTRATAR LA PRESTACION DE SERVICIOS DE UN AUXILIAR DE ENFERMERIA QUIEN HARA PARTE DE DOS (2) EQUIPOS BASICOS DE SALUD; LOS CUALES CONFORME A LA PROGRAMACION Y PRIORIZACION REALIZADA POR LA USI E.S.E CUMPLIRAN RESPONSABILIDADES OPERATIVAS EN DOS (2) TERRITORIOS URBANOS; EJECUTANDO ACCIONES DE ATENCION PRIMARIA EN SALUD; GESTION DEL RIESGO EN SALUD Y SEGUIMIENTO TERRITORIAL; BAJO EL MODELO PREVENTIVO Y PREDICTIVO DE SALUD; CONFORME A LOS LINEAMIENTOS DEFINIDOS EN LA RESOLUCION 2593 DE 2025 EXPEDI,CONTRATAR LA PRESTACION DE SERVICIOS DE UN AUXILIAR DE ENFERMERIA QUIEN HARA PARTE DE DOS (2) EQUIPOS BASICOS DE SALUD; LOS CUALES CONFORME A LA PROGRAMACION Y PRIORIZACION REALIZADA POR LA USI E.S.E CUMPLIRAN RESPONSABILIDADES OPERATIVAS EN DOS (2) TERRITORIOS URBANOS; EJECUTANDO ACCIONES DE ATENCI,121,2026,3,1,2.554871704802176E8,2022,0.05
Distrito Capital de Bogotá,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la República,Nacional,Ejecutivo,Descentralizada,Seguros,Selección Abreviada de Menor Cuantía,En ejecución,No,Funcionamiento,132822164,132822164,2026-03-20T00:00:00.000Z,2026-03-20T00:00:00.000Z,2028-02-07T00:00:00.000Z,CONTRATAR EL PROGRAMA DE SEGUROS DE LA ANIM; QUE OTORGUEN LA PROTECCIÓN EN RESPONSABILIDAD CIVIL DE LOS SERVIDORES PÚBLICOS QUE CUBRA LA INDEMNIZACIÓN POR LOS PERJUICIOS CAUSADOS A TERCEROS Y A LA ANIM Y; LA PÓLIZA TODO RIESGO CONSISTENTE EN LA PROTECCIÓN DE ACTIVOS; INTERESES PATRIMONIALES; BIENES PROPIOS Y DE AQUELLOS POR LOS CUALES LLEGARE A SER LEGALMENTE RESPONSABLE LA ANIM QUE ESTÉN BAJO SU CUSTODIA; CUIDADO; TENENCIA O CONTROL...,CONTRATAR EL PROGRAMA DE SEGUROS DE LA ANIM; QUE OTORGUEN LA PROTECCIÓN EN RESPONSABILIDAD CIVIL DE LOS SERVIDORES PÚBLICOS QUE CUBRA LA INDEMNIZACIÓN POR LOS PERJUICIOS CAUSADOS A TERCEROS Y A LA ANIM Y; LA PÓLIZA TODO RIESGO CONSISTENTE EN LA PROTECCIÓN DE ACTIVOS; INTERESES PATRIMONIALES; BIENES,689,2026,3,0,5.57940873615632E8,8393,0.24
Santander,CLÍNICA GIRÓN ESE,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,42000000,0,2026-03-19T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-10-19T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO JEFE DE ENFERMERÍA DENTRO DEL MARCO DE LA RESOLUCIÓN 696 de 2025 QUE ORIENTA LA CONFORMACIÓN Y OPERACIÓN DE LOS EQUIPOS BÁSICOS EN SALUD EN EL MUNICIPIO DE GIRÓN 8,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO JEFE DE ENFERMERÍA DENTRO DEL MARCO DE LA RESOLUCIÓN 696 de 2025 QUE ORIENTA LA CONFORMACIÓN Y OPERACIÓN DE LOS EQUIPOS BÁSICOS EN SALUD EN EL MUNICIPIO DE GIRÓN 8,213,2026,3,1,2.540564492865275E8,2635,0.17
Santander,ESE HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,39448500,0,2026-03-19T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-05-23T00:00:00.000Z,PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO CORRECTIVO DE LA TORRE DE ENDOSCOPIA MARCA FUJINON Y LA FUENTE DE LUZ DE LA TORRE DE LAPAROSCOPIA MARCA STORZ DE PROPIEDAD DE LA E.S.E. HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO CORRECTIVO DE LA TORRE DE ENDOSCOPIA MARCA FUJINON Y LA FUENTE DE LUZ DE LA TORRE DE LAPAROSCOPIA MARCA STORZ DE PROPIEDAD DE LA E.S.E. HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,60,2026,3,1,2.540564492865275E8,2635,0.16
Vichada,ICBF REGIONAL VICHADA,Salud y Protección Social,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Inversión,18176060,0,2026-03-19T00:00:00.000Z,2026-03-30T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTAR EL SERVICIO DE MANTENIMIENTO; LIMPIEZA Y DESINFECCIÓN DEL TANQUE DE ALMACENAMIENTO DE AGUA POTABLE EN EL ICBF REGIONAL VICHADA Y EN LAS UNIDADES LOCALES DE LA PRIMAVERA; SANTA ROSALÍA Y CUMARIBO DURANTE LA VIGENCIA 2026.,PRESTAR EL SERVICIO DE MANTENIMIENTO; LIMPIEZA Y DESINFECCIÓN DEL TANQUE DE ALMACENAMIENTO DE AGUA POTABLE EN EL ICBF REGIONAL VICHADA Y EN LAS UNIDADES LOCALES DE LA PRIMAVERA; SANTA ROSALÍA Y CUMARIBO DURANTE LA VIGENCIA 2026.,276,2026,3,0,2.7632764037514653E7,853,0.66
Santander,REGIONAL DE ASEGURAMIENTO EN SALUD No. 5,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,No,Funcionamiento,225000000,0,2026-03-19T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-08-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS MÉDICOS DIAGNÓSTICOS Y TERAPÉUTICOS QUE INCLUYE CONSULTA AMBULATORIA POR NEUROLOGÍA; NEUROCIRUGIA;  MEDICINA DEL DOLOR; Y TODOS LOS PROCEDIMIENTOS; VALORACIONES; PROCEDIMIENTOS AMBULATORIOS Y QUIRÚRGICOS; EN LOS NIVELES DE ATENCIÓN DE SERVICIOS DE SALUD DE MEDIANA Y ALTA COMPLEJIDAD; PARA LA ATENCIÓN EN SALUD DE LOS USUARIOS PERTENECIENTES AL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL EN EL DEPARTAMENTO NORTE DE SANTANDER; SEGÚN EL ACUERDO N° 002 (ABRIL 27 DE 2001) DEL CO,PRESTACIÓN DE SERVICIOS MÉDICOS DIAGNÓSTICOS Y TERAPÉUTICOS QUE INCLUYE CONSULTA AMBULATORIA POR NEUROLOGÍA; NEUROCIRUGIA;  MEDICINA DEL DOLOR; Y TODOS LOS PROCEDIMIENTOS; VALORACIONES; PROCEDIMIENTOS AMBULATORIOS Y QUIRÚRGICOS; EN LOS NIVELES DE ATENCIÓN DE SERVICIOS DE SALUD DE MEDIANA Y ALTA COMP,164,2026,3,0,2.540564492865275E8,2635,0.89
Meta,CONTRALORIA DEPARTAMENTAL DEL META,Servicio Público,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,5000000,0,2026-03-19T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-12-31T00:00:00.000Z,Prestación de servicios médicos profesionales para la práctica de Exámenes Médicos Ocupacionales para los funcionarios de la Contraloría Departamental.,Prestación de servicios médicos profesionales para la práctica de Exámenes Médicos Ocupacionales para los funcionarios de la Contraloría Departamental.,280,2026,3,0,2.278074871755618E8,2136,0.02
Quindío,CORPORACION DE CULTURA Y TURISMO DE ARMENIA,Cultura,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,No,Inversión,99999999,0,2026-03-18T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-07-18T00:00:00.000Z,AUNAR ESFUERZOS ADMINISTRATIVOS; FINANCIEROS Y TÉCNICOS ENTRE LA CORPORACIÓN DE CULTURA Y TURISMO DE ARMENIA Y UNA ENTIDAD SIN ÁNIMO DE LUCRO DE RECONOCIDA IDONEIDAD PARA EL FORTALECIMIENTO DE LA OFERTA CULTURAL DEL MUNICIPIO; MEDIANTE LA CONCEPTUALIZACIÓN; DISEÑO; PRODUCCIÓN Y POSTPRODUCCIÓN DE UNA CAMPAÑA DE PROMOCIÓN DE ARMENIA COMO DESTINO DE TURISMO CULTURAL,AUNAR ESFUERZOS ADMINISTRATIVOS; FINANCIEROS Y TÉCNICOS ENTRE LA CORPORACIÓN DE CULTURA Y TURISMO DE ARMENIA Y UNA ENTIDAD SIN ÁNIMO DE LUCRO DE RECONOCIDA IDONEIDAD PARA EL FORTALECIMIENTO DE LA OFERTA CULTURAL DEL MUNICIPIO; MEDIANTE LA CONCEPTUALIZACIÓN; DISEÑO; PRODUCCIÓN Y POSTPRODUCCIÓN DE UNA,121,2026,3,1,2.0016941187111112E8,450,0.5
Cundinamarca,empresa social del estado región de salud soacha.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,7500000,0,2026-03-18T00:00:00.000Z,2026-03-18T00:00:00.000Z,2026-06-18T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA EN EL PROCESO DE EQUIPOS BÁSICOS EN SALUD DE LA SUBGERENCIA COMUNITARIA DE LA EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD SOACHA DE ACUERDO AL REQUERIMIENTO INSTITUCIONAL EN DESARROLLO DE LA RESOLUCIÓN 1010 DE 2025 EMITIDA POR EL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL POR LA CUAL SE EFECTÚA UNA ASIGNACIÓN DE RECURSOS DEL PRESUPUESTO DE GASTO DE FUNCIONAMIENTO; PARA EL FORTALECIMIENTO DE LA ATENCIÓN EN EL NIVEL PRIMARIO; A TRAVÉS DE LA CONFORMACI,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA EN EL PROCESO DE EQUIPOS BÁSICOS EN SALUD DE LA SUBGERENCIA COMUNITARIA DE LA EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD SOACHA DE ACUERDO AL REQUERIMIENTO INSTITUCIONAL EN DESARROLLO DE LA RESOLUCIÓN 1010 DE 2025 EMITIDA POR EL MINISTERIO DE SALUD,92,2026,3,1,2.1014358096011004E8,3635,0.04
Distrito Capital de Bogotá,UNIDAD PRESTADORA DE SALUD BOGOTÁ,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,13425720,0,2026-03-17T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-08-06T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO PROFESIONAL UNIVERSITARIO TERAPEUTA OCUPACIONAL PARA LA UNIDAD PRESTADORA DE SALUD DE BOGOTÁ,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO PROFESIONAL UNIVERSITARIO TERAPEUTA OCUPACIONAL PARA LA UNIDAD PRESTADORA DE SALUD DE BOGOTÁ,139,2026,3,1,5.57940873615632E8,8393,0.02
Boyacá,ALCALDIA DE GUATEQUE,Servicio Público,Territorial,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,Modificado,Si,Inversión,43237750,43237750,2026-03-14T00:00:00.000Z,2026-03-14T00:00:00.000Z,2026-03-24T00:00:00.000Z,SUMINISTROS DE BIENES Y SERVICIOS PARA LOGÍSTICA Y EL DESARROLLO DE ACTIVIDADES ARTÍSTICAS; CULTURALES; DEPORTIVAS Y RECREATIVAS; EN EL MARCO DE LA CONMEMORACIÓN DEL DÍA INTERNACIONAL DE LA MUJER EN EL MUNICIPIO DE GUATEQUE BOYACÁ; EN LA VIGENCIA 2026,SUMINISTROS DE BIENES Y SERVICIOS PARA LOGÍSTICA Y EL DESARROLLO DE ACTIVIDADES ARTÍSTICAS; CULTURALES; DEPORTIVAS Y RECREATIVAS; EN EL MARCO DE LA CONMEMORACIÓN DEL DÍA INTERNACIONAL DE LA MUJER EN EL MUNICIPIO DE GUATEQUE BOYACÁ; EN LA VIGENCIA 2026,10,2026,3,0,2.231946501464273E8,2841,0.19
Huila,MUNICIPIO DE ALGECIRAS,No aplica/No pertenece,Territorial,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,39000000,12744000,2026-03-14T00:00:00.000Z,2026-03-16T00:00:00.000Z,2026-12-30T00:00:00.000Z,"SUMINISTRO DE TÓNER Y MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO
A LAS IMPRESORAS DE PROPIEDAD DE LA ADMINISTRACIÓN MUNICIPAL DE ALGECIRAS
DE ALGECIRAS HUILA","SUMINISTRO DE TÓNER Y MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO
A LAS IMPRESORAS DE PROPIEDAD DE LA ADMINISTRACIÓN MUNICIPAL DE ALGECIRAS
DE ALGECIRAS HUILA",289,2026,3,0,1.6070926649029127E8,1648,0.24
Valle del Cauca,SECRETARIA DE MOVILIDAD Y TRANSPORTE,Transporte,Territorial,Corporación Autónoma,Descentralizada,Compraventa,Selección abreviada subasta inversa,En ejecución,Si,Inversión,410240000,0,2026-03-13T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-07-31T00:00:00.000Z,COMPRA DE MOTOCICLETAS QUE FORTALEZCAN LA OPERACIÓN Y LA PRESENCIA INSTITUCIONAL DE LA SECRETARIA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA; EN EL MARCO DEL PROYECTO DE INVERSION FORTALECIMIENTO DE ESTRATEGIAS DE MOVILIDAD SEGURA PARA LA PREVENCIÓN; LA REGULACIÓN; ELCONTROL Y LA SEGURIDAD VIAL DEL DEPARTAMENTO DEL VALLE DEL CAUCA,COMPRA DE MOTOCICLETAS QUE FORTALEZCAN LA OPERACIÓN Y LA PRESENCIA INSTITUCIONAL DE LA SECRETARIA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA; EN EL MARCO DEL PROYECTO DE INVERSION FORTALECIMIENTO DE ESTRATEGIAS DE MOVILIDAD SEGURA PARA LA PREVENCIÓN; LA REGULACIÓN; ELCONTROL Y LA SEGURIDAD VIAL,129,2026,3,0,3.972895858212735E8,2764,1.03
Valle del Cauca,ESE HOSPITAL PILOTO JAMUNDI,No aplica/No pertenece,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,22500000,0,2026-03-13T00:00:00.000Z,2026-03-28T00:00:00.000Z,2026-08-24T00:00:00.000Z,Prestar el servicios como trabajador social (dependiendo de la modalidad familiar o individual) para brindar atención; en el marco de la Estrategia de Atención Psicosocial a víctimas del conflicto armado ( PAPSIVI) en el municipio  de Jamundí a través de E.S.E Hospital Piloto de Jamundí,Prestar el servicios como trabajador social (dependiendo de la modalidad familiar o individual) para brindar atención; en el marco de la Estrategia de Atención Psicosocial a víctimas del conflicto armado ( PAPSIVI) en el municipio  de Jamundí a través de E.S.E Hospital Piloto de Jamundí,149,2026,3,1,3.972895858212735E8,2764,0.06
Cesar,ICBF REGIONAL CESAR,Salud y Protección Social,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,138025012,0,2026-03-13T00:00:00.000Z,2026-03-16T00:00:00.000Z,2026-12-31T00:00:00.000Z,"Suministrar elementos; materiales; herramientas de ferretería; necesarios para el
mantenimiento y reparaciones locativas de los muebles e inmuebles del ICBF regional cesar
durante la vigencia 2026.","Suministrar elementos; materiales; herramientas de ferretería; necesarios para el
mantenimiento y reparaciones locativas de los muebles e inmuebles del ICBF regional cesar
durante la vigencia 2026.",290,2026,3,0,4.5593152436764705E8,884,0.3
Santander,DEPARTAMENTO DE SANTANDER,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,100000000,0,2026-03-13T00:00:00.000Z,2026-03-18T00:00:00.000Z,2026-12-28T00:00:00.000Z,LAVADO PARA LOS DIFERENTES VEHICULOS Y MOTOCICLETAS DE PROPIEDAD Y A CARGO DEL DEPARTAMENTO DE SANTANDER,LAVADO PARA LOS DIFERENTES VEHICULOS Y MOTOCICLETAS DE PROPIEDAD Y A CARGO DEL DEPARTAMENTO DE SANTANDER,285,2026,3,0,2.540564492865275E8,2635,0.39
La Guajira,DEPARTAMENTO DE POLICIA GUAJIRA,defensa,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Funcionamiento,84000000,0,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTACIÓN DE SERVICIO DE TRANSPORTE TERRESTRE DESDE LAS CIUDADES CAPITALES DE LA COSTA ATLANTICA (SANTA MARTA; BARRANQUILLA; CARTAGENA; VALLEDUPAR); MUNICIPIOS; CORREGIMIENTOS Y VEREDAS DEL DEPARTAMENTO DE LA GUAJIRA; PARA UN PERSONAL POLICIAL QUE APOYARÁ EL PLAN DE SEGURIDAD OPERACIONAL DURANTE EL DESARROLLO DE LOS COMICIOS ELECTORALES DEL CONGRESO Y PRESIDENCIA (PRIMERA Y SEGUNDA VUELTA) QUE SE LLEVARÁN A CABO EN LOS MESES DE MARZO; MAYO Y JUNIO DEL 2026; EN EL DEPARTAMENTO DE LA GUAJIRA,PRESTACIÓN DE SERVICIO DE TRANSPORTE TERRESTRE DESDE LAS CIUDADES CAPITALES DE LA COSTA ATLANTICA (SANTA MARTA; BARRANQUILLA; CARTAGENA; VALLEDUPAR); MUNICIPIOS; CORREGIMIENTOS Y VEREDAS DEL DEPARTAMENTO DE LA GUAJIRA; PARA UN PERSONAL POLICIAL QUE APOYARÁ EL PLAN DE SEGURIDAD OPERACIONAL DURANTE E,109,2026,3,0,9.56909428035982E8,667,0.09
Distrito Capital de Bogotá,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,9311036,0,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTAR SERVICIOS COMO TÉCNICO DE APOYO A LA GESTIÓN ASISTENCIAL EN LAS ÁREAS ASIGNADAS POR LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E,PRESTAR SERVICIOS COMO TÉCNICO DE APOYO A LA GESTIÓN ASISTENCIAL EN LAS ÁREAS ASIGNADAS POR LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E,110,2026,3,1,5.57940873615632E8,8393,0.02
Boyacá,ALCALDIA MUNICIPIO DE CALDAS BOYACÁ,No aplica/No pertenece,Territorial,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,10000000,0,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE ALIMENTACIÓN PARA EL PERSONAL DE LA POLICÍA NACIONAL. QUE SE DESPLACE PARA APOYAR EL PIE DE FUERZA ACTUAL DEL MUNICIPIO Y/O A REALIZAR LABORES DE ACUERDO A SUS FUNCIONES PARA GARANTIZAR LA SEGURIDAD; LA CONVIVENCIA Y EL ORDEN PUBLICO EN EL MUNICIPIO DE CALDAS BOYACÁ,SUMINISTRO DE ALIMENTACIÓN PARA EL PERSONAL DE LA POLICÍA NACIONAL. QUE SE DESPLACE PARA APOYAR EL PIE DE FUERZA ACTUAL DEL MUNICIPIO Y/O A REALIZAR LABORES DE ACUERDO A SUS FUNCIONES PARA GARANTIZAR LA SEGURIDAD; LA CONVIVENCIA Y EL ORDEN PUBLICO EN EL MUNICIPIO DE CALDAS BOYACÁ,294,2026,3,0,2.231946501464273E8,2841,0.04
Caldas,INSTITUTO DE CULTURA Y TURISMO DE MANIZALES,Cultura,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,16057658,0,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO; QUE INCLUYE EL SUMINISTRO E INSTALACIÓN DE AUTOPARTES ORIGINALES A TODO COSTO PARA LA CAMIONETA PROPIEDAD DE LA PROMOTORA DE EVENTOS Y TURISMO S.A.S.,PRESTAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO; QUE INCLUYE EL SUMINISTRO E INSTALACIÓN DE AUTOPARTES ORIGINALES A TODO COSTO PARA LA CAMIONETA PROPIEDAD DE LA PROMOTORA DE EVENTOS Y TURISMO S.A.S.,294,2026,3,0,1.3881947553267974E8,1836,0.12
Antioquia,FABRICA DE LICORES Y ALCOHOLES DE ANTIOQUIA,Industria,Corporación Autónoma,Corporación Autónoma,Centralizada,Otro,Contratación régimen especial (con ofertas),En ejecución,Si,Funcionamiento,149913445,0,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-06-30T00:00:00.000Z,ADECUACIÓN Y REVESTIMIENTO DE PISOS INDUSTRIALES EN RESINA EPÓXICA DE ALTA RESISTENCIA PARA LA ZONA DE PREPARACIÓN DE RONES DE LA FABRICA DE LICORES Y ALCOHOLES DE ANTIOQUIA EICE,ADECUACIÓN Y REVESTIMIENTO DE PISOS INDUSTRIALES EN RESINA EPÓXICA DE ALTA RESISTENCIA PARA LA ZONA DE PREPARACIÓN DE RONES DE LA FABRICA DE LICORES Y ALCOHOLES DE ANTIOQUIA EICE,111,2026,3,1,3.077974599038113E8,4959,0.49
Caldas,Empresa Social del Estado Hospital Departamental San Simon,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,10500000,3500000,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-05-30T00:00:00.000Z,PRESTAR LOS SERVICIOS PROFESIONALES PARA LA EJECUCIÓN DE ACTIVIDADES COMO PSICÓLOGO PARA LAS COMUNIDADES NEGRAS; AFROCOLOMBIANAS; RAIZALES Y PALENQUERAS EN EL MARCO DEL CONTRATO INTERADMINISTRATIVO SUSCRITO ENTRE LA DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS Y LA E.S.E. HOSPITAL DEPARTAMENTAL SAN SIMÓN DE VICTORIA-CALDAS; CON EL FIN DE DESARROLLAR Y EJECUTAR LAS ACTIVIDADES DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS EN EL MUNICIPIO DE VICTORIA; CALDAS,PRESTAR LOS SERVICIOS PROFESIONALES PARA LA EJECUCIÓN DE ACTIVIDADES COMO PSICÓLOGO PARA LAS COMUNIDADES NEGRAS; AFROCOLOMBIANAS; RAIZALES Y PALENQUERAS EN EL MARCO DEL CONTRATO INTERADMINISTRATIVO SUSCRITO ENTRE LA DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS Y LA E.S.E. HOSPITAL DEPARTAMENTAL SAN SIMÓ,80,2026,3,1,1.3881947553267974E8,1836,0.08
