departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Valle del Cauca,ALCALDIA MUNICIPIO DE VIJES,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Inversión,47949100,0,2026-02-05T00:00:00.000Z,2026-02-05T00:00:00.000Z,2026-08-05T00:00:00.000Z,GARANTIZAR LA INTEGRACION Y BIENESTAR AL GRUPO POBLACIONAL DEL CENTRO DIA MUNICIPIO DE VIJES VALLE DEL CAUCA; EN LO RELACIONADO CON EL SERVICIO DE COMEDOR.,GARANTIZAR LA INTEGRACION Y BIENESTAR AL GRUPO POBLACIONAL DEL CENTRO DIA MUNICIPIO DE VIJES VALLE DEL CAUCA; EN LO RELACIONADO CON EL SERVICIO DE COMEDOR.,181,2026,2,0,3.972895858212735E8,2764,0.12
Huila,COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,15000000,5000000,2026-02-05T00:00:00.000Z,2026-02-05T00:00:00.000Z,2026-08-04T00:00:00.000Z,CONTRATAR GESTOR COMUNITARIO ZONA RURAL PARA LA EJECUCIÓN DE LAS ACTIVIDADES DE LA RESOLUCIÓN N° 1155 DEL 2025 DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,CONTRATAR GESTOR COMUNITARIO ZONA RURAL PARA LA EJECUCIÓN DE LAS ACTIVIDADES DE LA RESOLUCIÓN N° 1155 DEL 2025 DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,180,2026,2,1,1.6070926649029127E8,1648,0.09
Norte de Santander,MUNICIPIO DE SAN JOSE DE CUCUTA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,Modificado,Si,Funcionamiento,254611960,0,2026-02-04T00:00:00.000Z,2026-02-07T00:00:00.000Z,2026-03-21T00:00:00.000Z,"2026R-398 CONTRATAR LA PRESTACIÓN DEL SERVICIO INTEGRAL DE ASEO; DESINFECCION Y/O FUMIGACION; CAFETERÍA Y JARDINERÍA CON INSUMOS Y MAQUINARIA NECESARIA PARA EL BUEN FUNCIONAMIENTO Y CONSERVACIÓN DE LAS DEPENDENCIAS Y ZONAS COMUNES DONDE
FUNCIONAN LAS SEDES DE LA ALCALDIA DE SAN JOSE DE CUCUTA.","2026R-398 CONTRATAR LA PRESTACIÓN DEL SERVICIO INTEGRAL DE ASEO; DESINFECCION Y/O FUMIGACION; CAFETERÍA Y JARDINERÍA CON INSUMOS Y MAQUINARIA NECESARIA PARA EL BUEN FUNCIONAMIENTO Y CONSERVACIÓN DE LAS DEPENDENCIAS Y ZONAS COMUNES DONDE
FUNCIONAN LAS SEDES DE LA ALCALDIA DE SAN JOSE DE CUCUTA.",42,2026,2,0,2.0313079243196437E8,2021,1.25
Caldas,MUNICIPIO DE MARQUETALIA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Inversión,2260333,2260333,2026-02-04T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-02-18T00:00:00.000Z,SUMINISTRAR EL SERVICIO DE TRANSPORTE PARA LA ENTREGA DEL KIT ESCOLAR EN LAS DIFERENTES INSTITUCIONES EDUCATIVAS DEL ÀREA RURAL DEL MUNICIPIO DE MARQUETALIA CALDAS EN LA VIGENCIA 2026.,SUMINISTRAR EL SERVICIO DE TRANSPORTE PARA LA ENTREGA DEL KIT ESCOLAR EN LAS DIFERENTES INSTITUCIONES EDUCATIVAS DEL ÀREA RURAL DEL MUNICIPIO DE MARQUETALIA CALDAS EN LA VIGENCIA 2026.,14,2026,2,0,1.3881947553267974E8,1836,0.02
Magdalena,E.S.E. HOSPITAL FRAY LUIS DE LEON,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,8600000,0,2026-02-04T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACION DE SERVICIOS TECNICO COMO FACTURADOR A LAS DIFERENTES EPS  PÁRA EJECUTAR LOS PROCESOS ADMINISTRATIVOS DE LA E.S.E HOSPITAL FRAY LUIS DE LEON DE PLATO,PRESTACION DE SERVICIOS TECNICO COMO FACTURADOR A LAS DIFERENTES EPS  PÁRA EJECUTAR LOS PROCESOS ADMINISTRATIVOS DE LA E.S.E HOSPITAL FRAY LUIS DE LEON DE PLATO,116,2026,2,1,7.677943580718768E7,3506,0.11
Distrito Capital de Bogotá,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,Modificado,No,,13360400,0,2026-02-04T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-05-31T00:00:00.000Z,Prestar servicios profesionales o de apoyo a la gestión administrativa y/o asistencial en la  DIRECCIÓN GESTIÓN DEL RIESGO EN SALUD de la SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Prestar servicios profesionales o de apoyo a la gestión administrativa y/o asistencial en la  DIRECCIÓN GESTIÓN DEL RIESGO EN SALUD de la SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,116,2026,2,1,5.57940873615632E8,8393,0.02
Distrito Capital de Bogotá,HOSPITAL CENTRAL DE LA POLICIA,defensa,Nacional,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,21049602,0,2026-02-04T00:00:00.000Z,2026-02-05T00:00:00.000Z,2026-08-03T00:00:00.000Z,PRESTACION DE SERVICIOS COMO MEDICO GENERAL,PRESTACION DE SERVICIOS COMO MEDICO GENERAL,179,2026,2,1,5.57940873615632E8,8393,0.04
Distrito Capital de Bogotá,ENTerritorio S.A,Planeación,Nacional,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,58680000,0,2026-02-04T00:00:00.000Z,2026-02-16T00:00:00.000Z,2026-08-16T00:00:00.000Z,Prestar sus servicios profesionales; por sus propios medios; con plena autonomía técnica; administrativa y financiera para apoyar a ENTerritorio S.A. en la supervisión de los contratos o proyectos del Contrato de prestación de servicios de asistencia técnica y supervisión No. 224004; en la Subgerencia de Estructuración de Proyectos y los demás que le sean designados.,Prestar sus servicios profesionales; por sus propios medios; con plena autonomía técnica; administrativa y financiera para apoyar a ENTerritorio S.A. en la supervisión de los contratos o proyectos del Contrato de prestación de servicios de asistencia técnica y supervisión No. 224004; en la Subgerenc,181,2026,2,1,5.57940873615632E8,8393,0.11
Distrito Capital de Bogotá,ENTerritorio S.A,Planeación,Nacional,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,58680000,0,2026-02-04T00:00:00.000Z,2026-02-09T00:00:00.000Z,2026-08-09T00:00:00.000Z,Prestar sus servicios profesionales; por sus propios medios; con plena autonomía técnica; administrativa y financiera para apoyar a ENTerritorio S.A. en actividades de auditoría requeridas de manera específica por la Asesoría de Control Interno.,Prestar sus servicios profesionales; por sus propios medios; con plena autonomía técnica; administrativa y financiera para apoyar a ENTerritorio S.A. en actividades de auditoría requeridas de manera específica por la Asesoría de Control Interno.,181,2026,2,1,5.57940873615632E8,8393,0.11
Boyacá,MUNICIPIO DE SAN EDUARDO,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,terminado,Si,,49025000,0,2026-02-03T00:00:00.000Z,2026-02-03T00:00:00.000Z,2026-03-02T00:00:00.000Z,MANTENIMIENTO PREVENTIVO Y CORRECTIVO; INCLUYE SUMINISTRO DE FILTROS; ACEITES LUBRICANTES E INSTALACIÓN DE REPUESTOS; ACCESORIOS Y OTROS PARA EL PARQUE AUTOMOTOR DE LA ALCALDÍA MUNICIPAL DE SAN EDUARDO - BOYACÁ,MANTENIMIENTO PREVENTIVO Y CORRECTIVO; INCLUYE SUMINISTRO DE FILTROS; ACEITES LUBRICANTES E INSTALACIÓN DE REPUESTOS; ACCESORIOS Y OTROS PARA EL PARQUE AUTOMOTOR DE LA ALCALDÍA MUNICIPAL DE SAN EDUARDO - BOYACÁ,27,2026,2,0,2.231946501464273E8,2841,0.22
Distrito Capital de Bogotá,PNNC-NC,Ambiente y Desarrollo Sostenible,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,78790725,0,2026-02-03T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-04-03T00:00:00.000Z,Suministro de Tiquetes aéreos en rutas nacionales e internacionales requeridos para el desplazamiento de funcionarios y contratistas de Parques Nacionales Naturales de Colombia,Suministro de Tiquetes aéreos en rutas nacionales e internacionales requeridos para el desplazamiento de funcionarios y contratistas de Parques Nacionales Naturales de Colombia,58,2026,2,0,5.57940873615632E8,8393,0.14
Huila,COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,31800000,5300000,2026-02-03T00:00:00.000Z,2026-02-03T00:00:00.000Z,2026-08-02T00:00:00.000Z,prestar los servicios como profesional en psicologia zona urbana para la ejecucion de las actividades de la Resolucion N. 1155 de 2025,prestar los servicios como profesional en psicologia zona urbana para la ejecucion de las actividades de la Resolucion N. 1155 de 2025,180,2026,2,1,1.6070926649029127E8,1648,0.2
Atlántico,UNIDAD PRESTADORA DE SALUD ATLANTICO,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,7849112,0,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,AUXILIAR DE ENFERMERIA,AUXILIAR DE ENFERMERIA,0,2026,5,1,3.657421074976415E8,1696,0.02
Magdalena,ALEJANDRO PROSPERO REVEREND E.S.E.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,18800000,0,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-08-31T00:00:00.000Z,PRESTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA LIDERAR E IMPLEMENTAR EL SISTEMA DE GESTIÓN DE LA CALIDAD DE LA E.S.E ALEJANDRO PROSPERO REVEREND. ADM-026,PRESTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA LIDERAR E IMPLEMENTAR EL SISTEMA DE GESTIÓN DE LA CALIDAD DE LA E.S.E ALEJANDRO PROSPERO REVEREND. ADM-026,109,2026,5,1,7.677943580718768E7,3506,0.24
Antioquia,ALCALDIA MUNICIPIO DE TOLEDO,No aplica/No pertenece,Nacional,Ejecutivo,Centralizada,Suministros,Selección abreviada subasta inversa,En ejecución,Si,,130538823,0,2026-05-13T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-11-17T00:00:00.000Z,SUMINISTRO DE MATERIALES  DE FERRETERÍA Y/O ELÉCTRICOS BAJO LA MODALIDAD DE TIPO BOLSA; PARA EL MANTENIMIENTO DE EDIFICIOS PÚBLICOS E INSTITUCIONES EDUCATIVAS EN EL MUNICIPIO DE TOLEDO ANTIOQUIA,SUMINISTRO DE MATERIALES  DE FERRETERÍA Y/O ELÉCTRICOS BAJO LA MODALIDAD DE TIPO BOLSA; PARA EL MANTENIMIENTO DE EDIFICIOS PÚBLICOS E INSTITUCIONES EDUCATIVAS EN EL MUNICIPIO DE TOLEDO ANTIOQUIA,186,2026,5,0,3.077974599038113E8,4959,0.42
Caldas,Alcaldía De Villamaria,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,19000000,0,2026-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS FUNERARIOS PARA LA POBLACIÓN VULNERABLE DEL MUNICIPIO DE VILLAMARIA-CALDAS,PRESTACIÓN DE SERVICIOS FUNERARIOS PARA LA POBLACIÓN VULNERABLE DEL MUNICIPIO DE VILLAMARIA-CALDAS,232,2026,5,0,1.3881947553267974E8,1836,0.14
Huila,RASES - HUILA No.2,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,38482532,0,2026-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-09-30T00:00:00.000Z,PRESTACIÓN DE SERVICIO DE TOMA Y LECTURA DE LABORATORIO CLÍNICO BÁSICO Y ESPECIALIZADO PARA LOS USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL PERTENECIENTES A LA REGIONAL DE ASEGURAMIENTO EN SALUD NO. 2 EN EL MUNICIPIO DE PITALITO HUILA,PRESTACIÓN DE SERVICIO DE TOMA Y LECTURA DE LABORATORIO CLÍNICO BÁSICO Y ESPECIALIZADO PARA LOS USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL PERTENECIENTES A LA REGIONAL DE ASEGURAMIENTO EN SALUD NO. 2 EN EL MUNICIPIO DE PITALITO HUILA,140,2026,5,0,1.6070926649029127E8,1648,0.24
Vichada,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE PUERTO CARREÑO1,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,,6000000,0,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTACION DE SERVICIOS Y DE APOYO A LA GESTION COMO TECNICO ADMINISTRATIVO PARA EL AREA DE JURIDICA DEL HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS SEDE PUERTO CARREÑO VICHADA,PRESTACION DE SERVICIOS Y DE APOYO A LA GESTION COMO TECNICO ADMINISTRATIVO PARA EL AREA DE JURIDICA DEL HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS SEDE PUERTO CARREÑO VICHADA,49,2026,5,1,2.7632764037514653E7,853,0.22
Tolima,CENTRAL DE URGENCIAS LOUIS PASTEUR E.S.E,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,24000000,0,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,CONTRATAR LA PRESTACION DE  SERVICIOS PROFESIONALES DE UNA ENFERMERA PARA REALIZAR COORDINACION DE LA EJECUCION DE LAS ACTIVIDADES DEL PLAN DE INTERVENCIONES COLECTIVAS (PIC) CONFORME A CONTRATO INTERADMINISTRATIVO N°624 DE 2026;  SUSCRITO ENTRE LA ALCALDÍA DEL MUNICIPIO DE MELGAR TOLIMA Y LA CENTRAL DE URGENCIAS LOUIS PASTEUR E.S.E,CONTRATAR LA PRESTACION DE  SERVICIOS PROFESIONALES DE UNA ENFERMERA PARA REALIZAR COORDINACION DE LA EJECUCION DE LAS ACTIVIDADES DEL PLAN DE INTERVENCIONES COLECTIVAS (PIC) CONFORME A CONTRATO INTERADMINISTRATIVO N°624 DE 2026;  SUSCRITO ENTRE LA ALCALDÍA DEL MUNICIPIO DE MELGAR TOLIMA Y LA CENTRA,234,2026,5,1,2.554871704802176E8,2022,0.09
Magdalena,ALEJANDRO PROSPERO REVEREND E.S.E.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,14600000,0,2026-05-09T00:00:00.000Z,2026-05-09T00:00:00.000Z,2026-08-31T00:00:00.000Z,PRESTAR SERVICIOS PROFESIONALES COMO APOYO EN LAS ACTIVIDADES RELACIONADAS CON EL MANEJO PRESUPUESTAL DE LA ESE ALEJANDRO PROSPERO REVEREND.ADM-009,PRESTAR SERVICIOS PROFESIONALES COMO APOYO EN LAS ACTIVIDADES RELACIONADAS CON EL MANEJO PRESUPUESTAL DE LA ESE ALEJANDRO PROSPERO REVEREND.ADM-009,114,2026,5,1,7.677943580718768E7,3506,0.19
Norte de Santander,EMPRESA SOCIAL DEL ESTADO E.S.E. HOSPITAL REGIONAL NORTE,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,5500000,0,2026-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES como ENFERMERA dentro del programa PROJECT HOPE (Proyecto esperanza) IPS EL TARRA,PRESTACIÓN DE SERVICIOS PROFESIONALES como ENFERMERA dentro del programa PROJECT HOPE (Proyecto esperanza) IPS EL TARRA,24,2026,5,1,2.0313079243196437E8,2021,0.03
Magdalena,ALEJANDRO PROSPERO REVEREND E.S.E.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,9600000,0,2026-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-08-31T00:00:00.000Z,PRESTAR SERVICIOS DE APOYO A LA SUBGERENCIA ASISTENCIAL COMO CAMILLERO EN LA CLÍNICA LA CASTELLANA DE LA E.S.E. ALEJANDRO PRÓSPERO REVEREND,PRESTAR SERVICIOS DE APOYO A LA SUBGERENCIA ASISTENCIAL COMO CAMILLERO EN LA CLÍNICA LA CASTELLANA DE LA E.S.E. ALEJANDRO PRÓSPERO REVEREND,116,2026,5,1,7.677943580718768E7,3506,0.13
Cesar,DEPARTAMENTO DE POLICIA CESAR,defensa,Nacional,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,7666124,0,2026-05-07T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-07-12T00:00:00.000Z,ADQUISICIÓN DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA EL GRUPO DE CRIMINALISTICA Y EL GRUPO DE TALENTO HUMANO DE LA POLICIA METROPOLITANA DE VALLEDUPAR,ADQUISICIÓN DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA EL GRUPO DE CRIMINALISTICA Y EL GRUPO DE TALENTO HUMANO DE LA POLICIA METROPOLITANA DE VALLEDUPAR,60,2026,5,0,4.5593152436764705E8,884,0.02
Caldas,Alcaldía De Villamaria,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,,7200000,0,2026-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-07-31T00:00:00.000Z,PRESTACION DE SERVICIOS PARA EL APOYO Y ASESORIA JURIDICA EN LAS DIFERENTES ACTIVIDADES ASISTENCIALES Y OPERATIVAS QUE SE EJECUTAN DESDE LA DIVISIÓN JURÍDICA DEL MUNICIPIO DE VILLAMARIA-CALDAS,PRESTACION DE SERVICIOS PARA EL APOYO Y ASESORIA JURIDICA EN LAS DIFERENTES ACTIVIDADES ASISTENCIALES Y OPERATIVAS QUE SE EJECUTAN DESDE LA DIVISIÓN JURÍDICA DEL MUNICIPIO DE VILLAMARIA-CALDAS,85,2026,5,0,1.3881947553267974E8,1836,0.05
Distrito Capital de Bogotá,HOSPITAL CENTRAL DE LA POLICIA,defensa,Nacional,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,,23823800,0,2026-05-06T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-10-27T00:00:00.000Z,PROFESIONAL UNIVERSITARIO ASISTENCIAL	TERAPIA RESPIRATORIA,PROFESIONAL UNIVERSITARIO ASISTENCIAL	TERAPIA RESPIRATORIA,173,2026,5,1,5.57940873615632E8,8393,0.04
Antioquia,ALCALDIA DE EL PEÑOL,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,12000000,0,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-08-05T00:00:00.000Z,SUMINISTRO DE ELEMENTOS DE ASEO Y ESTANCIA PERSONAL PARA CPL Y ELEMENTOS DE LIMPIEZA PARA LAS INSTALACIONES DEL CDT UBICADO EN LA ESTACIÓN DE POLICÍA DEL MUNICIPIO DE EL PEÑOL- ANTIOQUIA.,SUMINISTRO DE ELEMENTOS DE ASEO Y ESTANCIA PERSONAL PARA CPL Y ELEMENTOS DE LIMPIEZA PARA LAS INSTALACIONES DEL CDT UBICADO EN LA ESTACIÓN DE POLICÍA DEL MUNICIPIO DE EL PEÑOL- ANTIOQUIA.,91,2026,5,0,3.077974599038113E8,4959,0.04
Huila,ALCALDIA MUNICIPIO DE GARZON,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,Si,,120000000,0,2026-05-05T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-11-05T00:00:00.000Z,PRESTAR LOS SERVICIOS PARA LA EJECUCIÓN DE UN PLAN DE MEDIOS ORIENTADO A LA PROMOCIÓN; DIVULGACIÓN; SENSIBILIZACIÓN Y DIFUSIÓN; A TRAVÉS DE MEDIOS RADIALES; TELEVISIVOS Y PLATAFORMAS DIGITALES; DE LAS DIFERENTES ACTIVIDADES ADELANTADAS POR LA ADMINISTRACIÓN MUNICIPAL; CON EL PROPÓSITO DE FORTALECER LA COMUNICACIÓN INSTITUCIONAL Y GARANTIZAR MAYOR EFECTIVIDAD EN LA DIFUSIÓN DE LA INFORMACIÓN; EN CUMPLIMIENTO DE LAS METAS Y LINEAMIENTOS ESTABLECIDOS EN EL PLAN MUNICIPAL DE DESARROLLO,PRESTAR LOS SERVICIOS PARA LA EJECUCIÓN DE UN PLAN DE MEDIOS ORIENTADO A LA PROMOCIÓN; DIVULGACIÓN; SENSIBILIZACIÓN Y DIFUSIÓN; A TRAVÉS DE MEDIOS RADIALES; TELEVISIVOS Y PLATAFORMAS DIGITALES; DE LAS DIFERENTES ACTIVIDADES ADELANTADAS POR LA ADMINISTRACIÓN MUNICIPAL; CON EL PROPÓSITO DE FORTALECER,183,2026,5,0,1.6070926649029127E8,1648,0.75
Antioquia,MUNICIPIO DE ABEJORRAL,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,No,,39058840,0,2026-05-05T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-06-05T00:00:00.000Z,SUMINISTRO DE PAPELERIA; ELEMENTOS DE OFICINA Y ESCRITORIO PARA EL NORMAL FUNCIONAMIENTO DE LAS DIFERENTES DEPENDENCIAS DE LA ADMINISTRACIÓN MUNICIPAL DE ABEJORRAL ANTIOQUIA,SUMINISTRO DE PAPELERIA; ELEMENTOS DE OFICINA Y ESCRITORIO PARA EL NORMAL FUNCIONAMIENTO DE LAS DIFERENTES DEPENDENCIAS DE LA ADMINISTRACIÓN MUNICIPAL DE ABEJORRAL ANTIOQUIA,29,2026,5,0,3.077974599038113E8,4959,0.13
Caldas,POLICIA METROPOLITANA DE MANIZALES-UPRES CALDAS,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,,10410360,0,2026-05-04T00:00:00.000Z,2026-05-04T00:00:00.000Z,2026-08-27T00:00:00.000Z,"PRESTAR LOS SERVICIOS ASISTENCIALES COMO TECNICO AUXILIAR DE ENFERMERIA 
EN CONSULTA EXTERNA; PROMOCION Y PREVENCION DE LA ENFERMEDAD; HOSPITALIZACION Y URGENCIAS DE BAJA COMPLEJIJDAD PARA SER EJECUTADO EN ESPCO CLINICA DECAL Y EVENTUALMENTE DONDE SE REQUIERA DENTRO DEL ÁMBITO DE COMPETENCIA DE LA UNIDAD PRESTADORA DE SALUD CALDAS Y DE ACUERDO CON LO RELACIONADO EN LA CLÁUSULA DE OBLIGACIONES DEL CONTRATISTA","PRESTAR LOS SERVICIOS ASISTENCIALES COMO TECNICO AUXILIAR DE ENFERMERIA 
EN CONSULTA EXTERNA; PROMOCION Y PREVENCION DE LA ENFERMEDAD; HOSPITALIZACION Y URGENCIAS DE BAJA COMPLEJIJDAD PARA SER EJECUTADO EN ESPCO CLINICA DECAL Y EVENTUALMENTE DONDE SE REQUIERA DENTRO DEL ÁMBITO DE COMPETENCIA DE LA U",115,2026,5,1,1.3881947553267974E8,1836,0.07
Risaralda,E.S.E HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA,Salud y Protección Social,Nacional,Corporación Autónoma,Descentralizada,Suministros,Contratación régimen especial,En ejecución,No,,500000000,0,2026-05-04T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-11-04T00:00:00.000Z,"SUMINISTRO DE MATERIALES DE OSTEOSÍNTESIS ESPECIALIZADOS PARA
PROCEDIMIENTOS DE NEUROCIRUGÍA; QUE SON INDISPENSABLES PARA
GARANTIZAR LA ATENCIÓN OPORTUNA E INTEGRAL DE LOS PACIENTES QUE
REQUIEREN PROCEDIMIENTOS QUIRÚRGICOS EN EL SERVICIO DEL BLOQUE
QUIRURGICO DE LA E.S.E HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA.","SUMINISTRO DE MATERIALES DE OSTEOSÍNTESIS ESPECIALIZADOS PARA
PROCEDIMIENTOS DE NEUROCIRUGÍA; QUE SON INDISPENSABLES PARA
GARANTIZAR LA ATENCIÓN OPORTUNA E INTEGRAL DE LOS PACIENTES QUE
REQUIEREN PROCEDIMIENTOS QUIRÚRGICOS EN EL SERVICIO DEL BLOQUE
QUIRURGICO DE LA E.S.E HOSPITAL UNIVERSITARIO SAN J",183,2026,5,1,3.8236988023883164E8,582,1.31
Córdoba,CONTRALORIA GENERAL DEL DEPARTAMENTO DE CORDOBA,No aplica/No pertenece,Territorial,Corporación Autónoma,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,20000000,0,2026-05-04T00:00:00.000Z,2026-05-04T00:00:00.000Z,2026-11-04T00:00:00.000Z,SUMINISTRO DE UTILES DE ASEO Y ELEMENTOS DE CAFETERIA PARA LA CONTRALORÍA GENERAL DEL DEPARTAMENTO DE CÓRDOBA,SUMINISTRO DE UTILES DE ASEO Y ELEMENTOS DE CAFETERIA PARA LA CONTRALORÍA GENERAL DEL DEPARTAMENTO DE CÓRDOBA,184,2026,5,0,9.420889641948956E8,431,0.02
Norte de Santander,Gobernación Norte de Santander*,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Obra,Selección Abreviada de Menor Cuantía,En ejecución,Si,Inversión,284206333,0,2026-05-04T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-08-10T00:00:00.000Z,CONSTRUCCIÓN Y DOTACIÓN DE UN AULA ESCOLAR EN LA INSTITUCIÓN ETNOEDUCATIVA BARÍ LA MOTILONA SEDE PRINCIPAL RESGUARDO INDÍGENA CATALAURA TIBÚ; DEPARTAMENTO NORTE DE SANTANDER,CONSTRUCCIÓN Y DOTACIÓN DE UN AULA ESCOLAR EN LA INSTITUCIÓN ETNOEDUCATIVA BARÍ LA MOTILONA SEDE PRINCIPAL RESGUARDO INDÍGENA CATALAURA TIBÚ; DEPARTAMENTO NORTE DE SANTANDER,91,2026,5,0,2.0313079243196437E8,2021,1.4
